message,label,target_type,severity,severity_score,source
why do you follow everything i do (no offense).,stalking,individual,low,0.57,codemix
dont start with me nin beka illa and it's sad.,aggression,individual,medium,0.55,codemix
you will face consequences ninige problem agutte ... whatever.,threat,individual,medium,0.82,codemix
"Olumwnjqk, nin ninna ammanakeya maga nataka nodakke bore aaytu. #12dc",sexual_harassment,Individual,medium,0.38,bad_words
"This bozo behaviour is not okay, Kwyvwpmls. #af00",insult,Individual,low,0.39,bad_words
attendance link haakbidu illi. #d73a,neutral,Unknown,Low,0.01,kannada
your type always ruins things nin tara jana beda and everyone agrees.,hate,individual,high,0.8,codemix
why are you always online when i come ninige gothagthide - just my opinion.,stalking,individual,high,0.67,codemix
"Listen, stop disturbing me during class",harassment,individual,medium,0.45,english
"Lpahtwhi, nee full time late bartiya re. #f4e0",insult,Individual,Low,0.39,kannada
Back off now 🎥,aggression,appearance,medium,0.6,emoji
naale 4gante canteen nalli meet aagona. #c47c,neutral,Unknown,Low,0.05,kannada
"Nsczeuzgpp, nee full time late bartiya re. #f43e",insult,Individual,Low,0.26,kannada
"Actually, better nin illade nadithivi",exclusion,individual,medium,0.42,codemix
"Group nalli a tara bosodike baribeda, Hexpl. #ee38",insult,Individual,medium,0.65,bad_words
"behavior, dont keep asking the same thing",harassment,appearance,medium,0.45,english
"Basically, you are not smart enough for this",insult,individual,medium,0.3,english
You keep tracking my activity 👀,stalking,individual,high,0.8,emoji
"Honestly, you always ruin everything nininda problem",insult,individual,high,0.35,codemix
"People are tired of your cock-socker attitude, Zrspt. #fe4f",sexual_harassment,Individual,medium,0.55,bad_words
"Hnytpbdvnq, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #1888",threat,Individual,Medium,0.73,kannada
"Hezbb, nee ivattu full lazy mode alli idiya re. #971d",insult,Individual,Low,0.25,kannada
"Seriously, neenu full dumb yaake heege and it's sad.",insult,individual,medium,0.3,codemix
"Listen, nin illade nav decide madidvi for real.",exclusion,individual,medium,0.42,codemix
"Basically, people like you make everything dirty for sure.",hate,individual,medium,0.75,english
"naale 9 gante lab ge bartira, late agbeda. #a3a9",neutral,Individual,Low,0.0,kannada
"Seriously, this chat ruins my mood (no offense).",toxicity,individual,low,0.45,codemix
Nice explanation today 📝,neutral,group,low,0.0,emoji
project help madidakke thanks maga. #a818,neutral,Group,Low,0.04,kannada
"Basically, why are you watching me silently",stalking,individual,medium,0.62,codemix
That was a stupid answer 🪳,insult,teacher,medium,0.3,emoji
Everyone knows your type always ruins things nin tara jana beda,hate,individual,high,0.8,codemix
"Honestly, nin iddare problem agthide",exclusion,individual,medium,0.42,codemix
"story, dont keep reminding me again and again",harassment,social,medium,0.45,english
this group is not for you ... whatever.,exclusion,group,medium,0.42,english
"Srefkq, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #bd04",harassment,Individual,Low,0.5,kannada
stop getting involved nin barbeda !!!,aggression,individual,medium,0.55,codemix
"In my opinion, no need for you nin beka illa",exclusion,individual,medium,0.42,codemix
"Pqsxtvphw, nee sakkat dumb idiya yaar yaar. #eedf",insult,Individual,Medium,0.43,kannada
"guys, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #4e9e",exclusion,Group,Medium,0.46,kannada
Leave this group now 🕸️,exclusion,group,high,0.55,emoji
why are you always wrong,insult,individual,high,0.35,english
"Vrdk, stop acting like a total sexy every day. #357f",sexual_harassment,Individual,high,0.44,bad_words
"This twat face behaviour is not okay, Ipdgmklg. #dea8",insult,Individual,medium,0.54,bad_words
you look foolish right now right now.,insult,appearance,medium,0.3,english
nee send madida reel super comedy aaytu. #6557,neutral,Group,Low,0.05,kannada
"Zndadihq, nee tumba irritating agthiya re re. #3a64",insult,Individual,Medium,0.36,kannada
yavdru ivattu notes idre send maadu pls. #74dc,neutral,Unknown,Low,0.04,kannada
"Honestly, nin presence irthare problem only",insult,individual,medium,0.3,codemix
That was a stupid answer 🐘,insult,appearance,low,0.25,emoji
You are really dumb 💢,insult,appearance,medium,0.3,emoji
"Seriously, your kind spoils the environment",hate,individual,medium,0.75,codemix
you cant escape from this,threat,individual,medium,0.82,english
attendance link haakbidu illi. #b238,neutral,Group,Low,0.05,kannada
your kind spoils the environment right now.,hate,individual,medium,0.75,codemix
stay out of my matters nin hogu immediately.,aggression,individual,medium,0.55,codemix
people like you make everything dirty,hate,individual,medium,0.75,english
"Kag, cheap comments madbeda ava bagge, group nalli idu sari alla. #ee82",sexual_harassment,Individual,Medium,0.81,kannada
"Xzlrmqvm, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #0102",harassment,Individual,High,0.73,kannada
Did anyone finish the assignment? Thanks.,neutral,gender,medium,0.02,english
"Just so you know, yaake nanna profile daily nodthiya for sure.",stalking,individual,medium,0.62,codemix
You will regret this 🐷,threat,teacher,high,0.95,emoji
"Ybe, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #a483",threat,Individual,High,0.97,kannada
yavdru ivattu notes idre send maadu pls. #cb35,neutral,Individual,Low,0.0,kannada
"Stop it, mind your own group",exclusion,individual,medium,0.42,english
"happy birthday, tumba olle varsha agli. #ba7e",neutral,Group,Low,0.0,kannada
"Hey, this chat ruins my mood for real.",toxicity,individual,medium,0.5,codemix
Leave me alone already 💥,harassment,individual,high,0.6,emoji
"Ivattu kooda fake character tara act madtidya, Haskbghsv. #e8cf",harassment,Individual,high,0.47,bad_words
You are really dumb 😠,insult,gender,medium,0.3,emoji
You never understand anything 🕸️,insult,gender,low,0.25,emoji
It's obvious that are you seriously this dumb and it's annoying.,insult,individual,high,0.35,english
"Iws, nin tullna keya nataka nodakke bore aaytu. #69f8",sexual_harassment,Individual,high,0.78,bad_words
ninne function photos share maadu. #2a2d,neutral,Group,Low,0.0,kannada
Everyone knows stop tracking my activity nanige gothagthide immediately.,stalking,individual,medium,0.62,codemix
"Ehy, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #7598",harassment,Individual,Medium,0.66,kannada
"Luyui, ivattu full haavu bro neenu maga mode nalli idiya. #bb32",harassment,Individual,medium,0.68,bad_words
"Dhfffyvmw, yaaru kuda ninna joker thara nature ishta padalla. #ae28",insult,Individual,high,0.58,bad_words
"Group nalli a tara ninna amma maga baribeda, Lufwo. #a09c",harassment,Individual,low,0.45,bad_words
"Only a lame will spam the group like you, Pzvzfrux. #3a02",harassment,Individual,medium,0.43,bad_words
"guys, ivnanna group nalli add madbeda, ivan illaadre better ansta. #4b72",exclusion,Group,Low,0.26,kannada
"Kmizml, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #019a",cyberstalking,Individual,Medium,0.73,kannada
Stop following me everywhere 🕸️,stalking,individual,high,0.8,emoji
"Qjfvrfjd, nee tumba irritating agthiya re dude. #4241",insult,Individual,Medium,0.31,kannada
"network sakkath slow ide, once repeat maadu. #6358",neutral,Group,Low,0.0,kannada
"Hmybrgoji, nee tumba tullna keya maga tara idiya maga. #6659",sexual_harassment,Individual,medium,0.47,bad_words
I just wanted to say people like you make everything dirty period.,hate,individual,medium,0.75,english
i will expose what you did,threat,individual,medium,0.82,english
nee send madida reel super comedy aaytu. #331f,neutral,Unknown,Low,0.04,kannada
That was a stupid answer 🔴,insult,academic,medium,0.3,emoji
"Ninna cry baby behavior nodi everyone frustrate agta idare, Zeqp. #5d30",harassment,Individual,high,0.41,bad_words
"Frmlcjd, ivattu full sexy bro mode nalli idiya. #5c31",sexual_harassment,Individual,low,0.46,bad_words
"Ympgkoy, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #a67f",harassment,Individual,High,0.8,kannada
"test, your kind is not welcome here",hate,academic,medium,0.75,english
"Ppimdwy, nee full dove rani tara behave madthiya. #5170",harassment,Individual,high,0.84,bad_words
this is between us only nin barbeda and everyone agrees.,exclusion,individual,high,0.47,codemix
why are you watching my profile daily and everyone agrees.,stalking,teacher,high,0.67,english
"happy birthday, tumba olle varsha agli. #cbe8",neutral,Group,Low,0.02,kannada
"naale 9 gante lab ge bartira, late agbeda. #a180",neutral,Unknown,Low,0.0,kannada
"you guys, why cant you just stop",harassment,group,medium,0.45,english
ninige buddhi illa seriously - just my opinion.,insult,individual,high,0.35,codemix
Everyone here is awful 😹,toxicity,teacher,medium,0.4,emoji
"This bitch behaviour is not okay, Roeqhchye. #58db",insult,Individual,low,0.66,bad_words
"naale 9 gante lab ge bartira, late agbeda. #6353",neutral,Unknown,Low,0.0,kannada
"Eyggw, you are such a go to hell in this group. #9c3c",harassment,Individual,high,0.83,bad_words
I just wanted to say people like you dont deserve respect !!!,hate,individual,medium,0.75,codemix
Shut up already 🤣,aggression,individual,medium,0.6,emoji
When is the next lab session? Thanks.,neutral,unknown,medium,0.02,english
Everyone knows use your brain swalpa (no offense).,insult,individual,low,0.25,codemix
Leave this group now 🩸,exclusion,unknown,high,0.55,emoji
you will face consequences for this,threat,appearance,medium,0.82,english
go away from here nin hogu don't you think?,aggression,individual,medium,0.55,codemix
"ninna presentation super aaytu, chennag ide. #a1ce",neutral,Unknown,Low,0.04,kannada
"madam, you will pay for what you did",threat,teacher,medium,0.82,english
"Ivattu kooda sexy bro tara act madtidya, Nfjhkslq. #793f",sexual_harassment,Individual,medium,0.44,bad_words
ivattu assignment submit maadbeku maga. #4877,neutral,Group,Low,0.04,kannada
dont cross the line period.,aggression,individual,medium,0.55,english
"In my opinion, bar bar kelbeda please !!!",harassment,individual,medium,0.45,codemix
"Just so you know, i will expose what you did ellargu helthini",threat,individual,medium,0.82,codemix
"class grp, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #8658",exclusion,Group,Low,0.33,kannada
shut up now and it's annoying.,aggression,individual,medium,0.55,english
This group is so toxic 🥶,toxicity,academic,medium,0.4,emoji
fest practice ge yar yar barthidira. #218d,neutral,Unknown,Low,0.0,kannada
i will expose what you did immediately.,threat,individual,medium,0.82,english
"Rjfkzh, prati dina reason illade ping madbedi, idu stalking tara kanstide. #3cf6",cyberstalking,Individual,High,0.9,kannada
"People are tired of your ass attitude, Mccgsjlmcr. #e594",harassment,Individual,high,0.73,bad_words
"Just so you know, people like you never change so please stop.",hate,individual,high,0.8,english
"Gwgniip, prati dina reason illade ping madbedi, idu stalking tara kanstide. #5325",cyberstalking,Individual,Medium,0.8,kannada
yavdru ivattu notes idre send maadu pls. #bc75,neutral,Group,Low,0.0,kannada
Everyone here is awful 🕸️,toxicity,teacher,medium,0.4,emoji
"Look, dont cross the line nin limits alli iru",aggression,individual,medium,0.55,codemix
"review okay aaytu, tension beda. #b473",neutral,Individual,Low,0.02,kannada
"Basically, we dont need people like you immediately.",hate,individual,medium,0.75,codemix
"To be honest, this is between us only nin barbeda and it's sad.",exclusion,individual,medium,0.42,codemix
Leave me alone already 📍,harassment,teacher,high,0.6,emoji
"Stop it, better nin illade nadithivi without a doubt.",exclusion,individual,medium,0.42,codemix
"Cnjcajxvq, stop acting like a total sex every day. #4545",sexual_harassment,Individual,high,0.67,bad_words
"Look, mind your own business nin work nodko",aggression,individual,medium,0.55,codemix
i will report this to sir,threat,teacher,medium,0.82,english
"Just so you know, stop disturbing me nanige shanti beku",harassment,individual,medium,0.45,codemix
This group is so toxic 🤨,toxicity,teacher,low,0.35,emoji
naale 4gante canteen nalli meet aagona. #8212,neutral,Group,Low,0.04,kannada
"Yella dina joker thara maga tara mathadbeda, Gyptnq. #f098",insult,Individual,medium,0.39,bad_words
ivattu class full bore aaytu. #633b,neutral,Unknown,Low,0.0,kannada
"Oxsxgzhhhk, nee tumba disgusting behaviour dude. #08c1",insult,Individual,High,0.26,kannada
It's obvious that this chat is mentally draining thale noovu,toxicity,individual,medium,0.5,codemix
"lecturer, stop bothering me about this",harassment,teacher,medium,0.45,english
"unfollow, this is your last warning",threat,social,medium,0.82,english
"This piss off behaviour is not okay, Pncaqczgny. #789c",harassment,Individual,medium,0.64,bad_words
"Actually, keep quiet please - just my opinion.",aggression,individual,medium,0.55,english
"Just so you know, dont keep pinging nanna irritate madthiya right now.",harassment,individual,medium,0.45,codemix
"Hey, leave me alone seriously",harassment,individual,high,0.5,english
It's obvious that dont keep pinging nanna irritate madthiya,harassment,individual,medium,0.45,codemix
"Mwvesfly, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #1af7",threat,Individual,High,1.0,kannada
"Seriously, yaake nanna bar bar text madthiya and everyone agrees.",harassment,individual,high,0.5,codemix
Leave this group now 🔪,exclusion,academic,medium,0.5,emoji
Everyone here is awful 😐,toxicity,individual,medium,0.4,emoji
"In my opinion, this chat is very unhealthy",toxicity,individual,medium,0.5,codemix
"block, we didnt include you on purpose",exclusion,social,medium,0.42,english
"Only a nigger will spam the group like you, Uyqllorca. #d3a5",harassment,Individual,medium,0.58,bad_words
"Only a slut will spam the group like you, Crkjutzto. #df20",sexual_harassment,Individual,high,0.49,bad_words
"happy birthday, tumba olle varsha agli. #55f8",neutral,Individual,Low,0.0,kannada
"habit, better you leave this group",exclusion,group,medium,0.42,english
yavdru ivattu notes idre send maadu pls. #4e1f,neutral,Group,Low,0.0,kannada
I just wanted to say your kind spoils the environment don't you think?,hate,individual,medium,0.75,codemix
"Dvwt, nee full time late bartiya dude. #41e4",insult,Individual,Low,0.2,kannada
"Listen, ninige nanna online time gothu how",stalking,individual,medium,0.62,codemix
"Pza, nee tumba irritating agthiya re re. #9656",insult,Individual,Medium,0.31,kannada
"Laupqimr, ava body bagge a tara mata beda, group nalli idu sari alla. #88d7",sexual_harassment,Individual,High,0.67,kannada
Wait and see what happens to you 🚨,threat,individual,high,0.95,emoji
"story, people like you should stay away",hate,social,medium,0.75,english
