message,label,target_type,severity_score,severity_level,context
"Ninna die behavior nodi everyone frustrate agta idare, Nnvt. #1109",Threat,Individual,0.58,high,whatsapp_group_chat
"Yella dina saayi mad tara mathadbeda, Xpkw. #ab0e",Threat,Individual,0.31,low,whatsapp_group_chat
"Uli, stop acting like a total bozo every day. #463d",Insult,Individual,0.62,low,whatsapp_group_chat
"This arse behaviour is not okay, Vuumto. #88e0",Harassment,Individual,0.38,medium,whatsapp_group_chat
"Ninna not a loyal behavior nodi everyone frustrate agta idare, Sffda. #044f",Harassment,Individual,0.61,low,whatsapp_group_chat
"Group nalli a tara saayi madthiya maga baribeda, Bmmfftxikm. #4c8d",Threat,Individual,0.76,medium,whatsapp_group_chat
"Yella dina ninna hendruna keya maga tara mathadbeda, Pczrvjl. #9f5e",Sexual Harassment,Individual,0.73,medium,whatsapp_group_chat
"This bollocks behaviour is not okay, Ratsp. #a4e3",Insult,Individual,0.81,high,whatsapp_group_chat
"Yella dina huccha maga tara mathadbeda, Bfj. #ebd8",Insult,Individual,0.64,high,whatsapp_group_chat
"This pussy behaviour is not okay, Mzndpy. #df06",Sexual Harassment,Individual,0.73,medium,whatsapp_group_chat
"Yella dina haavu bro neenu maga tara mathadbeda, Qwahwbaf. #e538",Harassment,Individual,0.45,medium,whatsapp_group_chat
"Oegrca, yaaru kuda ninna sakath body nature ishta padalla. #7a02",Harassment,Individual,0.45,low,whatsapp_group_chat
"Only a fag will spam the group like you, Qvse. #4004",Insult,Individual,0.77,high,whatsapp_group_chat
"Mgsft, stop acting like a total fucking balls every day. #a0f2",Sexual Harassment,Individual,0.67,medium,whatsapp_group_chat
"Yella dina ninna thullu keya maga tara mathadbeda, Yicplt. #c7a6",Sexual Harassment,Individual,0.7,medium,whatsapp_group_chat
"Zklkpihvad, you are such a butt in this group. #29e0",Harassment,Individual,0.7,low,whatsapp_group_chat
"Nmuvcaexu, stop acting like a total cockfoam every day. #95e5",Sexual Harassment,Individual,0.59,high,whatsapp_group_chat
"Nww, you are such a fucking prick in this group. #21a3",Sexual Harassment,Individual,0.78,high,whatsapp_group_chat
"This bloody hell behaviour is not okay, Buezgvx. #e371",Harassment,Individual,0.36,medium,whatsapp_group_chat
"Cdtqz, you are such a asswipe in this group. #8c6a",Insult,Individual,0.41,medium,whatsapp_group_chat
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Nyfbdzswqc. #15e9",Insult,Individual,0.45,medium,whatsapp_group_chat
"Clev, nin nimmavvana maga nataka nodakke bore aaytu. #fd42",Harassment,Individual,0.71,medium,whatsapp_group_chat
"Xasp, stop acting like a total pussy every day. #b24e",Sexual Harassment,Individual,0.54,medium,whatsapp_group_chat
"Meia, you are such a lick in this group. #c1a4",Sexual Harassment,Individual,0.44,medium,whatsapp_group_chat
"Yrsfxur, yaaru kuda ninna die nature ishta padalla. #daf8",Threat,Individual,0.43,high,whatsapp_group_chat
"Group nalli a tara dagar baribeda, Jykaxmz. #acab",Insult,Individual,0.47,medium,whatsapp_group_chat
"Group nalli a tara hucchadanta baribeda, Rkld. #d86e",Insult,Individual,0.38,medium,whatsapp_group_chat
"Zjyx, stop acting like a total bollocks every day. #b4a1",Insult,Individual,0.56,high,whatsapp_group_chat
"Group nalli a tara kembatti baribeda, Dit. #c2f8",Insult,Individual,0.63,low,whatsapp_group_chat
"People are tired of your asshole attitude, Wzusqfr. #b8fa",Insult,Individual,0.76,high,whatsapp_group_chat
"Group nalli ee haavu bro neenu attitude beda, Equprukrbt. #f718",Harassment,Individual,0.55,medium,whatsapp_group_chat
"People are tired of your crap attitude, Axemt. #14d9",Harassment,Individual,0.62,medium,whatsapp_group_chat
"Only a wanker will spam the group like you, Rnwz. #c60d",Sexual Harassment,Individual,0.65,medium,whatsapp_group_chat
"Ekrcpsjl, nin hendruna keya nataka nodakke bore aaytu. #8877",Sexual Harassment,Individual,0.55,medium,whatsapp_group_chat
"Group nalli ee saayi attitude beda, Lmgxehxbi. #83f9",Threat,Individual,0.76,high,whatsapp_group_chat
"Only a 69 will spam the group like you, Jmlf. #6aca",Sexual Harassment,Individual,0.54,high,whatsapp_group_chat
"Jiriuj, yaaru kuda ninna idiot thara nature ishta padalla. #4663",Insult,Individual,0.37,medium,whatsapp_group_chat
"Ivattu kooda haavu bro neenu tara act madtidya, Valqdrrrwn. #e9ac",Harassment,Individual,0.37,medium,whatsapp_group_chat
"Group nalli ee sucide attitude beda, Vybnxkaai. #3aec",Threat,Individual,0.51,medium,whatsapp_group_chat
"Fblytewy, yaaru kuda ninna idiot thara nature ishta padalla. #106a",Insult,Individual,0.66,high,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Egiysfj. #0d7d",Harassment,Individual,0.41,low,whatsapp_group_chat
"Ythhwy, ivattu full thullu keya maga mode nalli idiya. #c967",Sexual Harassment,Individual,0.78,high,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Gswhploif. #a615",Harassment,Individual,0.72,low,whatsapp_group_chat
"Ninna not a loyal behavior nodi everyone frustrate agta idare, Hwrxol. #79d4",Harassment,Individual,0.66,medium,whatsapp_group_chat
"This dirty fellow behaviour is not okay, Mjgfg. #8d02",Insult,Individual,0.43,medium,whatsapp_group_chat
"Group nalli a tara soolya maga baribeda, Dcr. #fbea",Harassment,Individual,0.5,low,whatsapp_group_chat
"This wtf behaviour is not okay, Fqqw. #17e1",Harassment,Individual,0.51,high,whatsapp_group_chat
"Cswamkfln, nee tumba hucchadana tara idiya maga. #0dfe",Insult,Individual,0.43,medium,whatsapp_group_chat
"Group nalli a tara hucchadanthe baribeda, Liq. #44ad",Insult,Individual,0.67,high,whatsapp_group_chat
"Uqjbnwovy, yaaru kuda ninna haavu bro neenu nature ishta padalla. #57fa",Harassment,Individual,0.61,high,whatsapp_group_chat
"Hqckac, ivattu full fake character maga mode nalli idiya. #ba87",Harassment,Individual,0.52,high,whatsapp_group_chat
"Idzugore, you are such a wtf in this group. #5f1c",Harassment,Individual,0.71,medium,whatsapp_group_chat
"Ejgyh, nee full not a loyal tara behave madthiya. #dc10",Harassment,Individual,0.35,medium,whatsapp_group_chat
"Group nalli ee saayi attitude beda, Cae. #daf9",Threat,Individual,0.77,high,whatsapp_group_chat
"Only a bugger will spam the group like you, Knnmzv. #cd5d",Insult,Individual,0.69,medium,whatsapp_group_chat
"Idq, ivattu full sexy bro mode nalli idiya. #2e66",Sexual Harassment,Individual,0.4,high,whatsapp_group_chat
"This shit behaviour is not okay, Ynj. #93af",Harassment,Individual,0.56,low,whatsapp_group_chat
"Group nalli ee idiot thara attitude beda, Gfdnyyl. #0e56",Insult,Individual,0.61,low,whatsapp_group_chat
"Only a arse will spam the group like you, Gpdb. #bb08",Harassment,Individual,0.75,high,whatsapp_group_chat
"Only a stupid will spam the group like you, Pqodlxklba. #7072",Insult,Individual,0.51,low,whatsapp_group_chat
"This ohh,piss off behaviour is not okay, Pas. #6660",Harassment,Individual,0.62,medium,whatsapp_group_chat
"This wanker behaviour is not okay, Ewjsub. #fe38",Sexual Harassment,Individual,0.52,medium,whatsapp_group_chat
"Ivattu kooda dove rani tara act madtidya, Mrrhtc. #5e9c",Harassment,Individual,0.69,high,whatsapp_group_chat
"This piss off behaviour is not okay, Pncaqczgny. #789c",Harassment,Individual,0.64,medium,whatsapp_group_chat
"Only a suck his dick will spam the group like you, Vnyo. #e091",Sexual Harassment,Individual,0.52,high,whatsapp_group_chat
"Only a wtf will spam the group like you, Owoane. #a6fd",Harassment,Individual,0.54,high,whatsapp_group_chat
"Klpvgx, yaaru kuda ninna haavu bro neenu nature ishta padalla. #731c",Harassment,Individual,0.46,medium,whatsapp_group_chat
"Pwttqeqf, stop acting like a total son of bitch every day. #c807",Insult,Individual,0.65,medium,whatsapp_group_chat
"Bfdwaysyb, nin ninna amma maga nataka nodakke bore aaytu. #be00",Harassment,Individual,0.47,low,whatsapp_group_chat
"Ninna sakath body behavior nodi everyone frustrate agta idare, Pbhgzmwt. #dcdd",Harassment,Individual,0.71,low,whatsapp_group_chat
"This shag behaviour is not okay, Zfck. #b129",Sexual Harassment,Individual,0.59,medium,whatsapp_group_chat
"Eicffmcyy, you are such a cockfoam in this group. #0a67",Sexual Harassment,Individual,0.4,medium,whatsapp_group_chat
"Group nalli a tara thimru baribeda, Huad. #317e",Insult,Individual,0.57,low,whatsapp_group_chat
"People are tired of your nigga attitude, Wuwhlwbcb. #62c4",Harassment,Individual,0.51,high,whatsapp_group_chat
"Group nalli a tara saayi mad baribeda, Byvull. #0be8",Threat,Individual,0.63,medium,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Sjyuep. #eb9c",Harassment,Individual,0.45,medium,whatsapp_group_chat
"Rscofys, nin muttala maga nataka nodakke bore aaytu. #43be",Insult,Individual,0.66,high,whatsapp_group_chat
"Qhrt, stop acting like a total arse every day. #ccfe",Harassment,Individual,0.64,medium,whatsapp_group_chat
"Only a hell will spam the group like you, Zscvdiphhz. #1cf9",Harassment,Individual,0.71,medium,whatsapp_group_chat
"People are tired of your bugger attitude, Rmbmaonb. #7e14",Insult,Individual,0.67,low,whatsapp_group_chat
"Rpzdibd, nin sexy bro nataka nodakke bore aaytu. #41eb",Sexual Harassment,Individual,0.59,low,whatsapp_group_chat
"Group nalli a tara le niga maga baribeda, Jgxep. #1add",Harassment,Individual,0.53,medium,whatsapp_group_chat
"Dolkfg, you are such a shit in this group. #648d",Harassment,Individual,0.62,medium,whatsapp_group_chat
"Group nalli a tara muklyappa baribeda, Ekbzg. #966d",Insult,Individual,0.49,medium,whatsapp_group_chat
"Ull, nee tumba sexy bro maga tara idiya maga. #8224",Sexual Harassment,Individual,0.45,low,whatsapp_group_chat
"Ninna sexy baby behavior nodi everyone frustrate agta idare, Ftfybe. #f5ac",Sexual Harassment,Individual,0.66,medium,whatsapp_group_chat
"Eowmmmzufi, nee tumba die mad tara idiya maga. #6142",Threat,Individual,0.52,medium,whatsapp_group_chat
"People are tired of your split tongue attitude, Basnvouukp. #55d4",Insult,Individual,0.68,medium,whatsapp_group_chat
"Hek, nin ninna thale kettide maga nataka nodakke bore aaytu. #05ec",Harassment,Individual,0.53,low,whatsapp_group_chat
"Tatwqoexao, nin dagara nataka nodakke bore aaytu. #25f1",Insult,Individual,0.29,low,whatsapp_group_chat
"Ninna sexy baby behavior nodi everyone frustrate agta idare, Vdtyqokuhc. #27c3",Sexual Harassment,Individual,0.76,high,whatsapp_group_chat
"Yyyiye, nee tumba soolya tara idiya maga. #6485",Harassment,Individual,0.47,medium,whatsapp_group_chat
"People are tired of your idiot attitude, Mdjlsom. #4b2f",Insult,Individual,0.65,high,whatsapp_group_chat
"Hplzehzg, you are such a lesbian in this group. #9c7e",Insult,Individual,0.34,medium,whatsapp_group_chat
"People are tired of your butthead attitude, Mxvmxcznw. #236a",Harassment,Individual,0.7,medium,whatsapp_group_chat
"Xjfzuiz, yaaru kuda ninna sexy bro nature ishta padalla. #d815",Sexual Harassment,Individual,0.73,medium,whatsapp_group_chat
"Group nalli a tara die madthiya maga baribeda, Yvqwrdiz. #2523",Threat,Individual,0.34,low,whatsapp_group_chat
"Only a dick will spam the group like you, Sfitdsxbtq. #2695",Sexual Harassment,Individual,0.69,high,whatsapp_group_chat
"People are tired of your fair suck of the sav attitude, Yjskrbdk. #2f06",Harassment,Individual,0.6,medium,whatsapp_group_chat
"Ninna joker thara behavior nodi everyone frustrate agta idare, Rineitl. #03ed",Insult,Individual,0.58,low,whatsapp_group_chat
"Only a bugger will spam the group like you, Csedj. #7cb7",Insult,Individual,0.72,medium,whatsapp_group_chat
"Luyui, ivattu full haavu bro neenu maga mode nalli idiya. #bb32",Harassment,Individual,0.68,medium,whatsapp_group_chat
"Hctwc, ivattu full dusta mode nalli idiya. #2235",Insult,Individual,0.76,high,whatsapp_group_chat
"Ivattu kooda idiot thara tara act madtidya, Dybqv. #bc6c",Insult,Individual,0.56,medium,whatsapp_group_chat
"Ivattu kooda die tara act madtidya, Efdg. #6512",Threat,Individual,0.47,low,whatsapp_group_chat
"Viir, ivattu full cry baby maga mode nalli idiya. #8f3e",Harassment,Individual,0.67,high,whatsapp_group_chat
"Group nalli ee sexy bro attitude beda, Uqgooxla. #6ba2",Sexual Harassment,Individual,0.63,low,whatsapp_group_chat
"Mpjgbyhgnq, nee full fake character tara behave madthiya. #2c84",Harassment,Individual,0.47,low,whatsapp_group_chat
"Only a stupid will spam the group like you, Vindviz. #82e2",Insult,Individual,0.35,medium,whatsapp_group_chat
"This twat face behaviour is not okay, Crb. #732b",Insult,Individual,0.75,high,whatsapp_group_chat
"Ninna saayi behavior nodi everyone frustrate agta idare, Eynaheere. #eb14",Threat,Individual,0.38,low,whatsapp_group_chat
"Group nalli ee monkey thara attitude beda, Mlnpzxlh. #9b43",Insult,Individual,0.37,medium,whatsapp_group_chat
"Vtpir, nee tumba keiya maga tara idiya maga. #caea",Harassment,Individual,0.63,medium,whatsapp_group_chat
"Group nalli a tara le niga baribeda, Yeflwnxltb. #8377",Harassment,Individual,0.66,medium,whatsapp_group_chat
"Ivattu kooda die tara act madtidya, Nqtvsbko. #3028",Threat,Individual,0.64,medium,whatsapp_group_chat
"People are tired of your bollocks attitude, Jzbgihh. #0c50",Insult,Individual,0.57,high,whatsapp_group_chat
"Qwtcrb, nee tumba boli magane tara idiya maga. #1b38",Insult,Individual,0.55,medium,whatsapp_group_chat
"Qzqpq, yaaru kuda ninna monkey thara nature ishta padalla. #e11f",Insult,Individual,0.73,medium,whatsapp_group_chat
"Yella dina soole maga tara mathadbeda, Rpqjga. #16f3",Harassment,Individual,0.56,medium,whatsapp_group_chat
"Only a bozo will spam the group like you, Zgh. #37cd",Insult,Individual,0.48,low,whatsapp_group_chat
"Only a naked will spam the group like you, Hiosifayvi. #4a12",Sexual Harassment,Individual,0.75,high,whatsapp_group_chat
"This lesbian behaviour is not okay, Rbrp. #df3d",Insult,Individual,0.61,medium,whatsapp_group_chat
"Group nalli ee cry baby attitude beda, Exkolpvcrq. #12ca",Harassment,Individual,0.61,medium,whatsapp_group_chat
"Sudkxybq, nin le niga nataka nodakke bore aaytu. #fed3",Harassment,Individual,0.37,medium,whatsapp_group_chat
"Kknjc, nin nimmavvana maga nataka nodakke bore aaytu. #d246",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Vyaiu, nin not a loyal maga nataka nodakke bore aaytu. #d785",Harassment,Individual,0.61,medium,whatsapp_group_chat
"Yella dina thimru tara mathadbeda, Obpgidupyl. #c259",Insult,Individual,0.47,high,whatsapp_group_chat
"This bugger behaviour is not okay, Robv. #dddf",Insult,Individual,0.7,medium,whatsapp_group_chat
"Only a hell will spam the group like you, Ybdv. #7747",Harassment,Individual,0.76,medium,whatsapp_group_chat
"This fag behaviour is not okay, Mxymhmj. #c7b7",Insult,Individual,0.63,medium,whatsapp_group_chat
"People are tired of your lame attitude, Gwwcirslh. #a319",Harassment,Individual,0.47,medium,whatsapp_group_chat
"Only a fuck you will spam the group like you, Rbehwpiivg. #9669",Sexual Harassment,Individual,0.41,medium,whatsapp_group_chat
"Group nalli a tara dagar baribeda, Buqf. #1f67",Insult,Individual,0.47,medium,whatsapp_group_chat
"People are tired of your butt attitude, Wur. #1aff",Harassment,Individual,0.59,medium,whatsapp_group_chat
"Kilfate, nee full haavu bro neenu tara behave madthiya. #e7e1",Harassment,Individual,0.55,medium,whatsapp_group_chat
"Bjuuwtb, stop acting like a total choad every day. #42a6",Insult,Individual,0.8,high,whatsapp_group_chat
"Tzpztsiwda, nee full fake character tara behave madthiya. #9c75",Harassment,Individual,0.76,medium,whatsapp_group_chat
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Fun. #af5a",Insult,Individual,0.66,high,whatsapp_group_chat
"Fpt, stop acting like a total bozo every day. #5e85",Insult,Individual,0.72,medium,whatsapp_group_chat
"People are tired of your crap attitude, Zpd. #ebbb",Harassment,Individual,0.41,low,whatsapp_group_chat
"Group nalli ee monkey thara attitude beda, Pfd. #1a4a",Insult,Individual,0.52,medium,whatsapp_group_chat
"Snzlpe, stop acting like a total bloddy hell every day. #67fc",Harassment,Individual,0.61,high,whatsapp_group_chat
"Ninna saayi behavior nodi everyone frustrate agta idare, Tiextwvwvx. #0810",Threat,Individual,0.4,medium,whatsapp_group_chat
"Gyqclfi, ivattu full joker thara maga mode nalli idiya. #6ab9",Insult,Individual,0.73,medium,whatsapp_group_chat
"Ycytzndpkk, nee full fake character tara behave madthiya. #f659",Harassment,Individual,0.64,low,whatsapp_group_chat
"Xivk, nee full sexy bro tara behave madthiya. #008b",Sexual Harassment,Individual,0.61,high,whatsapp_group_chat
"Ecudgf, yaaru kuda ninna sexy baby nature ishta padalla. #16bb",Sexual Harassment,Individual,0.45,low,whatsapp_group_chat
"Yella dina thale kettide maga tara mathadbeda, Xcjrvuy. #c45f",Harassment,Individual,0.39,medium,whatsapp_group_chat
"This twat face behaviour is not okay, Cvt. #06fd",Insult,Individual,0.63,medium,whatsapp_group_chat
"Group nalli a tara ninna hendruna keya baribeda, Iomahrww. #f0fd",Sexual Harassment,Individual,0.53,high,whatsapp_group_chat
"Kivmikhpaa, nee tumba muklya tara idiya maga. #0922",Insult,Individual,0.67,medium,whatsapp_group_chat
"Qlzhc, stop acting like a total taking the piss every day. #1a81",Harassment,Individual,0.44,low,whatsapp_group_chat
"Ocjfx, nin sakath body maga nataka nodakke bore aaytu. #46c4",Harassment,Individual,0.6,high,whatsapp_group_chat
"Ynha, nee full monkey thara tara behave madthiya. #cfa0",Insult,Individual,0.59,medium,whatsapp_group_chat
"Ninna sakath body behavior nodi everyone frustrate agta idare, Kcvo. #78fd",Harassment,Individual,0.49,high,whatsapp_group_chat
"Smoncqitoj, you are such a son of bitch in this group. #c6de",Insult,Individual,0.65,low,whatsapp_group_chat
"Ivattu kooda not a loyal tara act madtidya, Cbja. #5ef0",Harassment,Individual,0.55,low,whatsapp_group_chat
"Grppadbqpr, ivattu full hendruna keya maga mode nalli idiya. #170e",Sexual Harassment,Individual,0.56,low,whatsapp_group_chat
